road_id,segment_id,road_type,lanes,latitude,longitude,traffic_volume,segment_length_miles
R002,R002_S021,Local,5,40.595764681503724,-98.55625362437225,1593,0.28365430249530454
R002,R002_S022,Highway,3,39.804557343822545,-98.57137279298895,53382,0.1515518887642597
R002,R002_S023,Arterial,5,40.00646045387505,-99.06003202838257,27114,0.17691560752346833
R002,R002_S024,Collector,4,40.074733002826584,-99.00159042533657,14233,0.37615793145174614
R002,R002_S025,Collector,5,39.4773139655068,-98.47471974062822,12877,0.24818884111655282
R002,R002_S026,Highway,5,39.537283637031486,-97.39869437012658,42118,0.2009747777376083
R002,R002_S027,Arterial,3,40.14736728961243,-98.41267917361388,22148,0.2076972923797524
R002,R002_S028,Highway,4,39.92955390915988,-98.68356518760966,65184,0.456210912295958
R002,R002_S029,Collector,2,40.67179109112311,-98.12388068013637,21092,0.27266381849187177
R002,R002_S030,Arterial,4,40.09107100215929,-98.75957727553941,24522,0.4946060995171919
R002,R002_S031,Arterial,3,39.12250978739921,-98.30288663549236,35388,0.2641587307958646
R002,R002_S032,Highway,3,39.41197585346953,-98.38200012166082,79103,0.3674572879697724
R002,R002_S033,Highway,5,39.8612720999034,-98.1983728363903,63551,0.30304415147378205
R002,R002_S034,Highway,4,38.92279178567453,-98.8240525438032,86966,0.292456040741927
R002,R002_S035,Local,2,39.49377781244608,-98.55964621978409,7012,0.20185626190550554
R002,R002_S036,Arterial,4,39.547570446731434,-98.03356883841029,54470,0.47181165769913036
R002,R002_S037,Local,4,40.01473883456038,-98.88304936571183,5675,0.18065092801909782
R002,R002_S038,Arterial,4,39.619170946728104,-98.73330442379553,43279,0.45088021632524333
R002,R002_S039,Arterial,4,40.40852571573019,-98.79361854961995,35147,0.19288507805872693
R003,R003_S001,Collector,5,40.667474860596535,-98.14214274951156,16147,0.23396224586283446
R003,R003_S002,Collector,5,40.00387602240827,-98.76443702837236,13162,0.1993956559257863
R003,R003_S003,Highway,5,39.40739816006807,-97.82808961110791,87437,0.4385809166938073
R003,R003_S004,Collector,3,39.68891959975255,-99.0651088529607,18478,0.37757937778684003
R003,R003_S005,Collector,5,40.50892857261166,-99.40619289374273,12948,0.26034056670545597
R003,R003_S006,Collector,4,40.158282514440224,-98.61854722592821,15437,0.3786603295507569
R003,R003_S007,Arterial,4,40.19560447860248,-98.46856704218278,25881,0.39457769424988914
R003,R003_S008,Arterial,4,39.334054838993595,-98.6314515448651,33735,0.4211413794392046
R003,R003_S009,Collector,4,39.59165209128651,-98.15567555119932,17512,0.28088717635592286
R003,R003_S010,Arterial,4,39.696046893677334,-99.33379871225652,33152,0.3322353401112174
R003,R003_S011,Collector,6,40.18156987549319,-99.09608719098095,14341,0.33815400692801756
R003,R003_S012,Highway,3,39.83724549356415,-98.59300614767425,74508,0.3259364533050466
R003,R003_S013,Highway,4,39.529994100862616,-97.90599263202904,56390,0.17277125219810846
R003,R003_S014,Highway,2,39.113438394186424,-98.95088563936119,89035,0.1108383970013934
R003,R003_S015,Collector,3,40.4567943959976,-98.93074759395338,14478,0.1952731124186906
R003,R003_S016,Arterial,5,39.71524690060296,-98.76246777065994,26351,0.2172590921044053
R003,R003_S017,Collector,4,40.15391467281476,-99.42680459834368,11734,0.20722545632915051
R003,R003_S018,Local,3,39.167266029673016,-97.68513834532492,3910,0.44738719035916513
R003,R003_S019,Arterial,2,40.02755847466967,-98.09694580564249,45768,0.3166536858643468
R003,R003_S020,Collector,6,39.155915943328424,-98.20970778635217,12840,0.1073562706189867
R003,R003_S021,Arterial,5,39.44466627385194,-99.37424075253176,40740,0.1043983314633922
R003,R003_S022,Local,3,39.972969611601556,-98.07801080737707,1318,0.30756708211313505
R003,R003_S023,Arterial,4,39.19049710026111,-98.76785019282,39648,0.24226908658597968
R003,R003_S024,Local,4,39.330869384623014,-98.0263552810477,3283,0.11247325402451387
R003,R003_S025,Arterial,4,40.16326313987463,-98.27576993254269,29729,0.4083648814983288
R003,R003_S026,Local,3,39.80453608417364,-97.67597519660227,6264,0.20885805489198508
R003,R003_S027,Local,4,40.32601857683952,-99.4741269433269,4547,0.3928899545638245
R003,R003_S028,Arterial,3,40.11653444551101,-98.0345178364304,38436,0.17223013805093343
R003,R003_S029,Local,6,39.933482320124014,-98.16579123536556,4573,0.2896856866629855
R003,R003_S030,Collector,2,39.851842026124984,-98.56978237753431,13262,0.13078128065168368
R003,R003_S031,Collector,4,39.68649320655806,-99.10335270964603,15539,0.41628926593558546
R003,R003_S032,Highway,3,40.34689277239301,-99.31338387856225,76234,0.47562707940515847
R003,R003_S033,Local,4,40.35420586963137,-97.97301310047926,1000,0.4936333876797181
R003,R003_S034,Highway,3,39.62134446075692,-97.85803636171268,54833,0.21852324818239605
R003,R003_S035,Collector,5,39.35690006844143,-99.55704493135055,17730,0.1357644009249038
R003,R003_S036,Highway,4,40.319966562141765,-98.67974622719107,77496,0.34309471795154367
R003,R003_S037,Collector,3,40.07526526164481,-99.36965550533775,12604,0.24005010366669205
R003,R003_S038,Arterial,5,40.53022856826389,-98.86015899131087,36623,0.3371759739366813
R003,R003_S039,Local,3,39.072074920775755,-99.00318038954266,6167,0.48226059929190135
R003,R003_S040,Arterial,2,39.977818138089184,-98.39216955961882,23965,0.389368045475434
R003,R003_S041,Local,2,39.462752199283536,-98.99300678871545,2878,0.29805861080558976
R003,R003_S042,Collector,4,41.08687181851163,-98.83449277768946,17335,0.41897040864277124
R003,R003_S043,Collector,5,39.65287080384559,-98.1089455027433,17860,0.3720563087041202
R003,R003_S044,Collector,4,40.51770831471559,-98.25367791934084,16474,0.4328536711830968
R003,R003_S045,Collector,6,39.631664741348104,-98.6841792968259,9042,0.20392143242566393
R003,R003_S046,Collector,5,40.147964308221006,-97.49568113507063,14618,0.35304875725357926
R003,R003_S047,Highway,5,39.97189588636894,-98.49359080899838,68930,0.33286818407050933
R003,R003_S048,Highway,5,40.420234095989706,-99.33732133364124,98482,0.3733181506426021
R003,R003_S049,Collector,5,39.79135994069654,-99.44229546975178,14289,0.18830784511550416
R003,R003_S050,Highway,6,39.93739731289889,-98.85281474208556,84753,0.26789092677044896
R004,R004_S001,Collector,2,39.776646396425996,-98.13766444992393,12323,0.24741053748950448
R004,R004_S002,Local,5,39.79065166426749,-98.01628455201438,6285,0.15249795107295505
R004,R004_S003,Collector,3,40.49779031073641,-97.96520629128425,14800,0.27212235795978507
R004,R004_S004,Collector,3,39.80950206882694,-99.30169806763377,13215,0.10464821596324025
R004,R004_S005,Collector,3,38.87664803762623,-98.64129464472572,13016,0.44404895887568185
R004,R004_S006,Collector,4,39.344775903044486,-98.6149393249629,14116,0.23058452329759677
R004,R004_S007,Arterial,2,39.84211952182894,-99.0203511953039,34310,0.15308630161722414
R004,R004_S008,Highway,3,40.72143147352693,-98.25335274155293,95990,0.11263445793025682
R004,R004_S009,Arterial,5,40.2941960987433,-97.66957730641873,40451,0.4259300454986049
R004,R004_S010,Collector,4,40.50774964154342,-98.48759207583468,12394,0.4487134266368807
R004,R004_S011,Collector,4,39.581064100597374,-99.08910125795659,19517,0.3876807113089056
R004,R004_S012,Highway,2,39.853436918811404,-98.52971226229286,71139,0.44730900216335223
R004,R004_S013,Local,4,39.00273954854739,-98.13170377311877,3196,0.116043676564993
R004,R004_S014,Local,4,39.957365186194565,-98.06053969132262,4654,0.21073111889402063
R004,R004_S015,Collector,4,40.2719227147876,-98.17392228018888,9984,0.15262707405090392
R004,R004_S016,Highway,6,40.069812041602916,-98.45587935076743,74616,0.19889242976127083
R004,R004_S017,Highway,4,40.42528852472843,-98.6802094635344,78527,0.25643261466070427
R004,R004_S018,Arterial,6,39.17628225012643,-97.99562156749343,35614,0.23480127057251454
R004,R004_S019,Highway,5,39.19914075711947,-98.70263597918503,54120,0.1670476865153271
R004,R004_S020,Local,4,39.67130182891362,-97.53682559174767,4481,0.20789984460679586
R004,R004_S021,Arterial,5,39.72324964094411,-98.55661660058479,26720,0.302893923475357
R004,R004_S022,Collector,4,40.29644393844984,-98.43521831583294,19432,0.18074138084917934
R004,R004_S023,Collector,3,39.30183990106378,-98.43048455024842,14344,0.4352461158592441
R004,R004_S024,Collector,5,39.92754360842417,-98.39759568673722,19422,0.18627006095908688
R004,R004_S025,Local,4,40.43812641130301,-99.13201283237149,5593,0.11928481554422242
R004,R004_S026,Collector,4,39.799444398858,-98.4108995873059,14023,0.2308132646252955
R004,R004_S027,Local,4,40.31604308719759,-98.04882527343713,6270,0.1480836221482434
R004,R004_S028,Collector,4,39.73080133698912,-98.5861109850352,11034,0.195017652349731
R004,R004_S029,Collector,4,38.74559520356811,-99.22437572389954,12199,0.28539761752022896
R004,R004_S030,Arterial,2,40.294188686347056,-98.71900626602839,23883,0.3320689476909329
R004,R004_S031,Local,5,39.01285214051537,-97.40839076503406,6150,0.10729303307054466
R004,R004_S032,Local,2,40.208806305932896,-98.4395302192943,3492,0.29434870367453025
R004,R004_S033,Arterial,4,39.67811973781369,-99.00507730081154,30060,0.34413351332436737
R004,R004_S034,Collector,3,39.32366105777945,-98.11136073750586,15421,0.38361850468897307
R004,R004_S035,Highway,4,39.15191497205256,-98.48528774946996,73872,0.35326055023760894
R004,R004_S036,Arterial,3,39.8899373522194,-98.30744506856976,23779,0.43594452114668814
R004,R004_S037,Local,3,40.71060213146423,-98.70968995951011,3598,0.2694953014595051
R004,R004_S038,Highway,4,39.48320121734547,-98.41855142761037,84506,0.18669592003631028
R004,R004_S039,Collector,4,40.05143351434874,-97.9825772607872,16071,0.2987067435436678
R004,R004_S040,Local,4,39.443239724155895,-97.76547747969504,6137,0.20966426662392235
R004,R004_S041,Highway,4,40.63538532531666,-99.13575528221398,72036,0.42014260312894464
R004,R004_S042,Arterial,4,39.94850175821752,-99.34911253348572,44821,0.49765574448846706
R004,R004_S043,Collector,2,39.24294491902955,-98.23460603523094,21907,0.4830501138021521
R005,R005_S001,Arterial,5,39.91186815140455,-99.29539632486714,43730,0.4708711277917811
R005,R005_S002,Collector,5,40.11879762019144,-98.84572458309866,18120,0.3494342752011039
R005,R005_S003,Collector,5,39.92565996729284,-98.73558293046506,11856,0.13505709870553542
R005,R005_S004,Collector,4,39.169764414439676,-98.54438778489018,8595,0.30627177107859915
R005,R005_S005,Local,4,39.82608283781553,-98.16124350930609,5534,0.4160121745228246
R005,R005_S006,Arterial,4,39.986785355727115,-98.84494065811471,32175,0.490244080343966
R005,R005_S007,Collector,4,40.370997513328334,-98.33397322056803,15041,0.25946521110892523
R005,R005_S008,Arterial,4,39.16245875116456,-98.76027887494332,35431,0.30245674513609766
R005,R005_S009,Collector,4,39.34653535566221,-98.64554449056085,14146,0.12326551820219032
R005,R005_S010,Collector,3,40.569553756861986,-98.86499675587272,12172,0.12491671925202508
R005,R005_S011,Collector,4,39.912956372222396,-98.56607052717543,4784,0.1522841506960798
R005,R005_S012,Local,4,40.30535365000245,-98.64882481936922,2657,0.39344575222456085
R005,R005_S013,Arterial,4,39.534582355154114,-99.87110310601842,34877,0.1438944794710014
R005,R005_S014,Collector,4,40.1385513359667,-99.57150960369601,14839,0.29040725174750665
R005,R005_S015,Local,5,39.15706113180926,-99.38837393570988,3661,0.3752538824346169
R005,R005_S016,Collector,4,40.34418511286757,-99.3799516698136,18685,0.4580470962826146
R005,R005_S017,Collector,3,40.479490686190054,-97.80627858034003,23053,0.11666916024095371
R005,R005_S018,Arterial,3,39.892019462382486,-98.46904421947609,45390,0.40986141247247276
R005,R005_S019,Highway,3,39.31670155020566,-98.3039840906297,89940,0.3498654275417055
R005,R005_S020,Collector,5,39.44487783084616,-99.20298271056005,11297,0.3121208532996633
R005,R005_S021,Collector,4,39.5071110160589,-98.11289401317075,17153,0.15123829854648002
R005,R005_S022,Arterial,4,40.36244996706929,-98.30703734215805,24749,0.34517583299781024
R005,R005_S023,Local,3,39.72074725518521,-98.70974927781906,4665,0.40201677149851134
R005,R005_S024,Highway,4,39.96818954672472,-97.96374829233376,86016,0.31801076755877533
R005,R005_S025,Local,4,40.02285780905882,-98.89931480670836,5617,0.3361390761835092
R005,R005_S026,Collector,5,40.68019176630781,-99.51097444367109,17494,0.40444861481726324
R005,R005_S027,Arterial,5,39.75698177543525,-99.20015432268677,48359,0.34639418010407164
R005,R005_S028,Collector,2,40.014533531046396,-98.83404094396164,20819,0.11412454197609563
R005,R005_S029,Highway,4,39.4346413619728,-98.251164458639,85835,0.49853373505089893
R005,R005_S030,Arterial,4,39.620942217677474,-98.98220216383044,37709,0.26504873633944953
R005,R005_S031,Highway,4,39.05995326125603,-97.92262595542972,98131,0.3242640377664684
R005,R005_S032,Arterial,5,40.84091084756303,-97.77028330483787,41622,0.13082331165373248
R005,R005_S033,Collector,5,39.7501715632121,-98.79656097257792,10433,0.23127710144372463
R006,R006_S001,Collector,4,39.71781565013822,-98.33757173159454,17307,0.4142606472320928
R006,R006_S002,Collector,4,39.71133588281437,-99.0483321321647,13044,0.23380451549677286
R006,R006_S003,Arterial,5,39.27620567327465,-98.86234808053604,36362,0.271862725095574
R006,R006_S004,Highway,3,40.07340088492775,-98.87457304196377,74587,0.27474028104607184
R006,R006_S005,Collector,3,40.722206890196134,-98.12586372172206,10608,0.36278206250685585
R006,R006_S006,Arterial,5,39.76944313589246,-98.68960567862888,42308,0.27989593698021603
R006,R006_S007,Arterial,4,39.42657032927725,-98.84152257322908,25951,0.459933338274909
R006,R006_S008,Local,5,39.84616990004357,-98.32682091792141,6588,0.17923905310389607
R006,R006_S009,Highway,4,39.22530319840196,-99.24527872152123,80218,0.16049873149397384
R006,R006_S010,Highway,4,39.46300990357328,-98.9731398450129,81432,0.12706734476000064
R006,R006_S011,Highway,4,40.19296785175751,-98.39058544926762,62564,0.47827925880011296
R006,R006_S012,Collector,4,40.022950577723414,-98.137629886504,15083,0.4225614468931358
R006,R006_S013,Highway,3,39.463709711286405,-98.90940516763297,84037,0.23208602594859903
R006,R006_S014,Local,5,39.892865950728556,-97.76968430578648,4416,0.4939958624563501
R006,R006_S015,Highway,4,39.03934601115844,-98.60918824202506,88219,0.3627120418897176
R006,R006_S016,Collector,3,39.616253906002605,-98.0196599251848,22493,0.4191656638463577
R006,R006_S017,Collector,4,40.366405818275254,-98.20899603902798,15470,0.22670467082701068
R006,R006_S018,Collector,4,39.65136110815323,-98.77708824096507,15096,0.4868506461036682
R006,R006_S019,Local,3,40.53396000947942,-98.43548464275054,7864,0.2709958751682461
R006,R006_S020,Collector,2,40.42778935751451,-97.28146021582486,16353,0.42762540554466244
R006,R006_S021,Arterial,5,39.68410714668803,-97.67859853583914,19357,0.24311930613017674
R006,R006_S022,Local,5,40.4668042509576,-98.59598178036171,4522,0.15678879590439757
R006,R006_S023,Arterial,4,39.62459105541526,-98.90322097492526,45056,0.436579021233904
R006,R006_S024,Arterial,4,40.021128026561,-98.58835421037824,31283,0.16995257487038376
R006,R006_S025,Collector,4,39.93412247471285,-98.78562532466319,18110,0.3050619012580212
R006,R006_S026,Collector,5,39.333273416193805,-98.91657666744302,17538,0.2041147430264012
R006,R006_S027,Arterial,4,40.38965373886533,-98.45281422709267,36201,0.445825443809068
R006,R006_S028,Local,5,38.73661194513344,-98.15669449424783,6418,0.2168872921847591
R006,R006_S029,Local,3,39.61372660889281,-98.47262585553219,3946,0.1450321561647748
R006,R006_S030,Arterial,2,40.009708996876945,-97.66390132956361,41399,0.21889512308344689
R006,R006_S031,Local,4,39.01150518356749,-98.0501615723208,6798,0.1741320718114858
R006,R006_S032,Local,2,39.776775912362396,-98.65229207856892,3145,0.13754291392934248
R006,R006_S033,Arterial,4,39.95390379671701,-98.44038940461805,56500,0.27383838434348473
R006,R006_S034,Collector,4,40.08252681461621,-97.8831419819465,21559,0.19497338734992253
R006,R006_S035,Local,4,40.199665361261296,-99.06481487221635,1000,0.34026042661934236
R006,R006_S036,Arterial,3,39.84387472956888,-97.73002840523225,30105,0.15600963902132708
R006,R006_S037,Arterial,3,39.78910305421143,-98.68507698005813,25079,0.30662905137839164
R006,R006_S038,Arterial,4,39.67688720657926,-98.94217369833507,33718,0.1348371067183086
R006,R006_S039,Arterial,5,40.166656652492065,-99.02157473041831,17702,0.38090350641266574
R007,R007_S001,Arterial,4,38.92940142838214,-99.36648072127045,31135,0.20304288813348875
R007,R007_S002,Arterial,4,39.895548777341205,-98.51414905229723,37742,0.24762120870436666
R007,R007_S003,Arterial,2,39.72142231091523,-99.07232124474599,36349,0.3714679826690259
R007,R007_S004,Collector,5,40.03193048949053,-97.98934520690759,18035,0.1482233665614761
R007,R007_S005,Arterial,3,39.25610459643322,-98.52730131568447,30610,0.14920131804949827
R007,R007_S006,Collector,5,39.882048944177846,-99.55064051295854,20149,0.2719724309560593
R007,R007_S007,Collector,4,39.24148740730219,-98.12662911528577,16154,0.46665409433648297
R007,R007_S008,Collector,4,39.95152905111324,-99.50751054066097,19684,0.37536200739685477
R007,R007_S009,Arterial,5,39.271759738207535,-98.78705635428018,45482,0.23624166663251667
R007,R007_S010,Arterial,4,40.51900436683227,-98.6436999360986,25532,0.18715702170199605
R007,R007_S011,Highway,4,39.80700108632132,-98.43517881014556,83194,0.2536826851943201
R007,R007_S012,Highway,5,39.82789302151314,-99.1466105532332,69675,0.4823675315821277
R007,R007_S013,Arterial,6,40.18850844863123,-98.742713322956,34141,0.2542047618947689
R007,R007_S014,Collector,4,40.03176885013509,-98.31318802968269,10278,0.4334599847750342
R007,R007_S015,Arterial,2,38.91989329540455,-98.85704537584951,19165,0.33218704039747843
R007,R007_S016,Local,4,40.191173482746855,-98.66748436414652,9668,0.4521259048595708
R007,R007_S017,Highway,4,40.366484321554765,-97.59535928065733,114665,0.19109989444128384
R007,R007_S018,Arterial,5,39.094506002805055,-98.45017448165869,37240,0.4508362324072756
R007,R007_S019,Arterial,4,40.028110699458814,-98.59464534407836,27754,0.4047192765510789
R007,R007_S020,Local,5,39.47721937820147,-98.43210490961177,4460,0.26303368342952677
R007,R007_S021,Highway,3,40.0944172588497,-98.25599640021241,72076,0.4387875416828242
R007,R007_S022,Highway,5,40.405220714035366,-98.623794718654,77884,0.29073738732712684
R007,R007_S023,Arterial,3,40.38262758331477,-98.10166624606732,29986,0.18428198554688127
R007,R007_S024,Collector,3,40.268062907237635,-98.84215624247993,17862,0.4075691128430564
R007,R007_S025,Arterial,2,40.426271167812736,-98.2146465740163,33695,0.2628425956502511
R007,R007_S026,Highway,5,39.4503642808785,-98.67395597303877,72978,0.4820460829166806
R007,R007_S027,Collector,5,38.881504721276734,-98.4810240326242,8569,0.19295372922241916
R007,R007_S028,Arterial,5,39.44063855816971,-98.14458965263296,40605,0.29057479453751667
R007,R007_S029,Collector,4,40.14660834140727,-99.19635542804714,2921,0.3343459153814077
R007,R007_S030,Local,5,39.92211569731524,-98.91501047381178,6564,0.42158340302100816
R007,R007_S031,Arterial,3,40.362329113421225,-97.20475961680152,29442,0.35182307875669466
R007,R007_S032,Local,2,39.62381257075717,-98.88304405231636,2934,0.10152796906343325
R007,R007_S033,Arterial,4,40.23426796744306,-99.01610236814321,31190,0.41557298871040294
R007,R007_S034,Highway,6,40.27494430701025,-98.66155988962423,86340,0.37480770660129714
R007,R007_S035,Highway,2,38.62311890222278,-98.63737742707073,89480,0.48641900205147093
R007,R007_S036,Highway,4,40.45695020633841,-99.10516047911055,70729,0.24402018636039136
R008,R008_S001,Highway,4,39.100867223438314,-99.73979760082776,68201,0.42887195472656936
R008,R008_S002,Arterial,5,40.55935900772366,-98.78153698514168,51830,0.3711252801240177
R008,R008_S003,Arterial,5,39.055184712252945,-98.17957568653105,25484,0.3852827533130471
R008,R008_S004,Highway,2,40.64815424785206,-98.49213833929453,53811,0.30634476108493125
R008,R008_S005,Arterial,4,40.19642617355666,-98.84605027698187,54300,0.10396952845113426
R008,R008_S006,Collector,4,40.22018533592511,-98.29029006027075,15865,0.40916859275044604
R008,R008_S007,Arterial,3,40.05426648176453,-98.56377352981558,35814,0.23923823726731525
R008,R008_S008,Arterial,4,40.589295618098674,-98.07846321634823,40415,0.22116629153327705
R008,R008_S009,Local,2,39.774914075881156,-99.38447970391981,5041,0.4851073401012824
R008,R008_S010,Collector,3,39.93715028617263,-98.68898510386865,12608,0.41252874229892206
R008,R008_S011,Collector,4,39.27755323901645,-98.44484612039878,11756,0.4669943372527961
R008,R008_S012,Highway,2,39.18115395780228,-98.7076887518822,84298,0.10313663630876674
R008,R008_S013,Collector,4,39.39465193891381,-97.53288323336366,14239,0.4227861963535975
R008,R008_S014,Arterial,3,39.63063255790642,-97.49131206447557,34335,0.18367418616317113
R008,R008_S015,Collector,4,39.59769654633183,-98.28060163845382,15758,0.4924711347049178
R008,R008_S016,Collector,6,39.491497450647195,-98.30487905543637,17288,0.16466857449478478
R008,R008_S017,Highway,4,40.73767163431485,-98.68788462544235,97261,0.2995582658143768
R008,R008_S018,Arterial,3,40.004031899165994,-98.26396955744335,24844,0.4392168358405936
R008,R008_S019,Collector,4,39.58891172875984,-98.44722221132022,13566,0.2591346502008628
R008,R008_S020,Collector,6,39.48849649251426,-99.24908211601583,15601,0.24284846372020114
R008,R008_S021,Arterial,4,39.46628404894288,-98.17526122703562,35114,0.18834111318520358
R008,R008_S022,Collector,4,39.34943615359186,-98.48795054221956,22933,0.4035105015029301
R008,R008_S023,Arterial,5,39.37701677193067,-99.23544031175025,23390,0.3364521213034066
R008,R008_S024,Highway,2,39.81199332968952,-98.85852291324093,81658,0.4763138082012432
R008,R008_S025,Collector,4,38.53056045720376,-98.47598297905213,17720,0.16063802992003975
R008,R008_S026,Highway,2,40.43507904565248,-98.53049341887173,50000,0.4062187002063444
R008,R008_S027,Highway,3,39.479573501030565,-98.57328204254483,85190,0.39675853078348605
R008,R008_S028,Local,5,39.26523921713926,-98.71598831254792,2603,0.17264558710264108
R008,R008_S029,Collector,4,40.21402015269438,-98.69104574440526,15341,0.38372833138904383
R008,R008_S030,Arterial,2,39.41847330217806,-98.3336628712406,35842,0.34062155171992964
R008,R008_S031,Collector,4,40.35043409614193,-99.07602831159468,17426,0.4310025279492885
R008,R008_S032,Collector,4,39.746657015330634,-98.03036824169564,14703,0.4446763615149381
R008,R008_S033,Local,4,40.24218723269535,-98.89912813560318,5879,0.3908227046461561
R008,R008_S034,Collector,3,40.21864793996659,-98.28660697402232,14700,0.3937775728302366
R008,R008_S035,Local,5,39.6661377887011,-98.61886991793709,6001,0.12066748866318444
R008,R008_S036,Collector,5,39.85358620756263,-97.6722678438236,16076,0.2586214727959853
R008,R008_S037,Collector,4,39.59581606111494,-99.01480800842074,17734,0.3286983932574995
R008,R008_S038,Collector,4,39.138924499125295,-98.55465129489554,10592,0.23361998626750768
